study,condition_arm1,condition_arm2,multi_arm1,multi_arm2,outcome_type,instrument,rating,mean_arm1,sd_arm1,n_arm1,mean_arm2,sd_arm2,n_arm2,mean_change_arm1,mean_change_arm2,sd_change_arm1,sd_change_arm2,n_change_arm1,n_change_arm2,dich_paper,event_arm1,event_arm2,totaln_arm1,totaln_arm2,precalc_g,precalc_g_se,precalc_log_rr,precalc_log_rr_se,other_stat,bl_mean_arm1,bl_sd_arm1,bl_n_arm1,bl_mean_arm2,bl_sd_arm2,bl_n_arm2,rand_arm1,rand_arm2,attr_arm1,attr_arm2,ROB_mod_arm_1,ROB_mod_arm_2,year,time_weeks,time_weeks_needs_cleaning,time,comorbid_mental,format,format_details,n_sessions_arm1,country,age_group,mean_age,percent_women,recruitment,diagnosis,target_group,rob,.id,.g,.g_se,notes
"Abramowitz, 2009",cbt,wlc,,,msd,BSPS,cr,21.72,7.32,11,28.6,3.56,10,,,,,,,,,,,,,,,,,33.18,9.11,11,32.2,8.8,10,11,10,0,0,1,1,2009,,8,post,n,gsh,gsh,8,us,adul,43.4,0.76,com,sad,adul,,Abramowitz_2009_msd_BSPS_post_NA_cr_cbt_wlc_NA_NA,1.129321893,0.4731365603,
"Abramowitz, 2009",cbt,wlc,,,msd,SIAS,self-report,40.81,16.34,11,52.2,12.74,10,,,,,,,,,,,,,,,,,58.81,12.44,11,52.6,10.29,10,11,10,0,0,1,1,2009,,8,post,n,gsh,gsh,8,us,adul,43.4,0.76,com,sad,adul,,Abramowitz_2009_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA,0.7415810911,0.4528982761,
"Abramowitz, 2009",cbt,wlc,,,msd,STAI-trait,self-report,49.63,13.72,11,50,5.89,10,,,,,,,,,,,,,,,,,56.9,8.64,11,53,5.05,10,11,10,0,0,1,1,2009,,8,post,n,gsh,gsh,8,us,adul,43.4,0.76,com,sad,adul,,Abramowitz_2009_msd_STAI-trait_post_NA_self-report_cbt_wlc_NA_NA,0.03304994901,0.4369637404,
"Anderson, 2013",cbt,wlc,cbt (group),wlc,msd,PRCS,self-report,14.79,8.53,39,23.57,4.28,28,,,,,,,,,,,,,,,,,25.59,2.59,39,24.53,2.73,28,39,28,5,3,0.8717948718,0.8928571429,2013,,8,post,n,grp,grp,8,us,adul,39.03,0.619,com,sad,adul,,Anderson_2013_msd_PRCS_post_NA_self-report_cbt_wlc_cbt(group)_wlc,1.225505233,0.2698656515,
"Anderson, 2013",cbt,wlc,cbt (VRET),wlc,msd,PRCS,self-report,16.23,7.61,30,23.57,4.28,28,,,,,,,,,,,,,,,,,24.37,2.54,30,24.53,2.73,28,30,28,14,3,0.5333333333,0.8928571429,2013,,8,post,n,grp,grp,8,us,adul,39.03,0.619,com,sad,adul,,Anderson_2013_msd_PRCS_post_NA_self-report_cbt_wlc_cbt(VRET)_wlc,1.162179892,0.284624273,
"Anderson, 2013",cbt,wlc,cbt (group),wlc,msd,FNE-B,self-report,38.68,9.31,39,42.45,10.07,28,,,,,,,,,,,,,,,,,44.67,8.35,39,42.64,9.74,28,39,28,5,3,0.8717948718,0.8928571429,2013,,8,post,n,grp,grp,8,us,adul,39.03,0.619,com,sad,adul,,Anderson_2013_msd_FNE-B_post_NA_self-report_cbt_wlc_cbt(group)_wlc,0.3868308445,0.2499966793,
"Anderson, 2013",cbt,wlc,cbt (VRET),wlc,msd,FNE-B,self-report,39.47,10.7,30,42.45,10.07,28,,,,,,,,,,,,,,,,,41.73,10.22,30,42.64,9.74,28,30,28,14,3,0.5333333333,0.8928571429,2013,,8,post,n,grp,grp,8,us,adul,39.03,0.619,com,sad,adul,,Anderson_2013_msd_FNE-B_post_NA_self-report_cbt_wlc_cbt(VRET)_wlc,0.2826560986,0.2641122423,
"Andersson, 2006",cbt,wlc,,,msd,BAI,self-report,8.7,5.8,32,13.6,10.3,32,,,,,,,,,,,,,,,,,13.6,7.3,32,13.2,6.6,32,32,32,2,0,0.9375,1,2006,,9,post,n,oth,gsh/grp,11,eu,adul,37.3,0.516,com,sad,adul,,Andersson_2006_msd_BAI_post_NA_self-report_cbt_wlc_NA_NA,0.5791074092,0.2553132692,
"Andersson, 2006",cbt,wlc,,,msd,SPSQ,self-report,20,8.5,32,28.9,7.9,32,,,,,,,,,,,,,,,,,30.4,8.7,32,30.2,7.6,32,32,32,2,0,0.9375,1,2006,,9,post,n,oth,gsh/grp,11,eu,adul,37.3,0.516,com,sad,adul,,Andersson_2006_msd_SPSQ_post_NA_self-report_cbt_wlc_NA_NA,1.071466439,0.2677516979,
"Andersson, 2006",cbt,wlc,,,msd,SPS,self-report,20.7,14.8,32,31,15.9,32,,,,,,,,,,,,,,,,,35.8,16.7,32,32.5,13.1,32,32,32,2,0,0.9375,1,2006,,9,post,n,oth,gsh/grp,11,eu,adul,37.3,0.516,com,sad,adul,,Andersson_2006_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA,0.6624347642,0.2569301462,
"Andersson, 2006",cbt,wlc,,,msd,PRCS,self-report,22.7,5.4,32,25.5,4.8,32,,,,,,,,,,,,,,,,,25.5,4.2,32,25.9,3.5,32,32,32,2,0,0.9375,1,2006,,9,post,n,oth,gsh/grp,11,eu,adul,37.3,0.516,com,sad,adul,,Andersson_2006_msd_PRCS_post_NA_self-report_cbt_wlc_NA_NA,0.5414154575,0.2546502372,
"Andersson, 2006",cbt,wlc,,,msd,SIAS,self-report,27.3,13.4,32,33.9,12.6,32,,,,,,,,,,,,,,,,,44.4,16.1,32,44.8,12.8,32,32,32,2,0,0.9375,1,2006,,9,post,n,oth,gsh/grp,11,eu,adul,37.3,0.516,com,sad,adul,,Andersson_2006_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA,0.501288764,0.2539916904,
"Andersson, 2006",cbt,wlc,,,msd,LSAS-SR,self-report,45.6,25.1,32,62.8,21.7,32,,,,,,,,,,,,,,,,,68.5,22.5,32,66.7,20.9,32,32,32,2,0,0.9375,1,2006,,9,post,n,oth,gsh/grp,11,eu,adul,37.3,0.516,com,sad,adul,,Andersson_2006_msd_LSAS-SR_post_NA_self-report_cbt_wlc_NA_NA,0.7242064392,0.2582611804,
"Andersson, 2012",cbt,wlc,,,msd,BAI,self-report,9.46,6.42,102,14,8.35,102,,,,,,,,,,,,,,,,,15.73,7.98,102,16.47,9.14,102,102,102,8,2,0.9215686275,0.9803921569,2012,,9,post,n,gsh,gsh,9,eu,adul,38.25,0.603,com,sad,adul,,Andersson_2012_msd_BAI_post_NA_self-report_cbt_wlc_NA_NA,0.607311405,0.143243115,
"Andersson, 2012",cbt,wlc,,,msd,SPSQ,self-report,18.93,10.42,102,26.76,9.65,102,,,,,,,,,,,,,,,,,30.77,8.94,102,30.54,9.07,102,102,102,8,2,0.9215686275,0.9803921569,2012,,9,post,n,gsh,gsh,9,eu,adul,38.25,0.603,com,sad,adul,,Andersson_2012_msd_SPSQ_post_NA_self-report_cbt_wlc_NA_NA,0.7767969453,0.1452510081,
"Andersson, 2012",cbt,wlc,,,msd,SPS,self-report,23.31,14.33,102,32.9,14.76,102,,,,,,,,,,,,,,,,,38.81,15.59,102,37.25,14.98,102,102,102,8,2,0.9215686275,0.9803921569,2012,,9,post,n,gsh,gsh,9,eu,adul,38.25,0.603,com,sad,adul,,Andersson_2012_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA,0.6568102994,0.1437814346,
"Andersson, 2012",cbt,wlc,,,msd,SIAS,self-report,33.77,15.33,102,46.02,14.67,102,,,,,,,,,,,,,,,,,49.96,15.88,102,48.88,15.28,102,102,102,8,2,0.9215686275,0.9803921569,2012,,9,post,n,gsh,gsh,9,eu,adul,38.25,0.603,com,sad,adul,,Andersson_2012_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA,0.8134339039,0.1457453948,
"Andersson, 2012",cbt,wlc,,,msd,LSAS-SR,self-report,43.74,24.33,102,63.85,23.69,102,,,,,,,,,,,,,,,,,68.23,23.33,102,66.65,21.72,102,102,102,8,2,0.9215686275,0.9803921569,2012,,9,post,n,gsh,gsh,9,eu,adul,38.25,0.603,com,sad,adul,,Andersson_2012_msd_LSAS-SR_post_NA_self-report_cbt_wlc_NA_NA,0.8343799436,0.1460374904,
"Beidel, 2014",Exposure,wlc,Exposure + SST,wlc,msd,HAMA,cr,5.06,4.07,46,12.92,6.49,19,,,,,,,,,,,,,,,,,15.53,7.121,46,18.42,5.492,19,46,19,16,3,0.652173913,0.8421052632,2014,,12,post,n,oth,ind and grp,24,us,adul,36.414,0.5189,oth,sad,adul,,Beidel_2014_msd_HAMA_post_NA_cr_Exposure_wlc_Exposure+SST_wlc,1.58967073,0.3070549114,
"Beidel, 2014",Exposure,wlc,Exposure,wlc,msd,HAMA,cr,6.89,4.74,41,12.92,6.49,19,,,,,,,,,,,,,,,,,16.27,7.684,41,18.42,5.492,19,41,19,16,3,0.6097560976,0.8421052632,2014,,12,post,n,ind,ind,24,us,adul,36.414,0.5189,oth,sad,adul,,Beidel_2014_msd_HAMA_post_NA_cr_Exposure_wlc_Exposure_wlc,1.113552018,0.29602172,
"Beidel, 2014",Exposure,wlc,Exposure + SST,wlc,msd,BSPS,cr,17.07,8.82,46,37.52,14.21,19,,,,,,,,,,,,,,,,,42.79,10.377,46,45.26,11.159,19,46,19,16,3,0.652173913,0.8421052632,2014,,12,post,n,oth,ind and grp,24,us,adul,36.414,0.5189,oth,sad,adul,,Beidel_2014_msd_BSPS_post_NA_cr_Exposure_wlc_Exposure+SST_wlc,1.898609621,0.3205841918,
"Beidel, 2014",Exposure,wlc,Exposure,wlc,msd,BSPS,cr,22.44,10.31,41,37.52,14.21,19,,,,,,,,,,,,,,,,,43.46,11.40,41,45.26,11.159,19,41,19,16,3,0.6097560976,0.8421052632,2014,,12,post,n,ind,ind,24,us,adul,36.414,0.5189,oth,sad,adul,,Beidel_2014_msd_BSPS_post_NA_cr_Exposure_wlc_Exposure_wlc,1.276429001,0.3015936472,
"Beidel, 2014",Exposure,wlc,Exposure + SST,wlc,msd,SPAI,self-report,67.6,18.18,46,93.65,25.8,19,,,,,,,,,,,,,,,,,107.85,21.229,46,104.67,25.369,19,46,19,16,3,0.652173913,0.8421052632,2014,,12,post,n,oth,ind and grp,24,us,adul,36.414,0.5189,oth,sad,adul,,Beidel_2014_msd_SPAI_post_NA_self-report_Exposure_wlc_Exposure+SST_wlc,1.246656471,0.2943071715,
"Beidel, 2014",Exposure,wlc,Exposure,wlc,msd,SPAI,self-report,70.77,21.64,41,93.65,25.8,19,,,,,,,,,,,,,,,,,104.46,28.174,41,104.67,25.369,19,41,19,16,3,0.6097560976,0.8421052632,2014,,12,post,n,ind,ind,24,us,adul,36.414,0.5189,oth,sad,adul,,Beidel_2014_msd_SPAI_post_NA_self-report_Exposure_wlc_Exposure_wlc,0.9813660482,0.2919932789,
"Berger, 2009",cbt,wlc,,,msd,SPS,self-report,23.5,13.2,31,30.3,10.8,21,,,,,,,,,,,,,,,,,35.6,14.2,31,35.1,10.8,21,31,21,3,2,0.9032258065,0.9047619048,2009,,10,post,n,gsh,gsh,5,eu,adul,28.9,0.558,com,sad,adul,,Berger_2009_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA,0.5446732065,0.2877806284,
"Berger, 2009",cbt,wlc,,,msd,SIAS,self-report,34.1,12.9,31,44,10.1,21,,,,,,,,,,,,,,,,,43.2,10.9,31,47.4,11.3,21,31,21,3,2,0.9032258065,0.9047619048,2009,,10,post,n,gsh,gsh,5,eu,adul,28.9,0.558,com,sad,adul,,Berger_2009_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA,0.8221826754,0.2942404789,
"Berger, 2009",cbt,wlc,,,msd,LSAS-SR,self-report,52.7,21.9,31,70.7,17.2,21,,,,,,,,,,,,,,,,,68.7,16.9,31,75,17.4,21,31,21,3,2,0.9032258065,0.9047619048,2009,,10,post,n,gsh,gsh,5,eu,adul,28.9,0.558,com,sad,adul,,Berger_2009_msd_LSAS-SR_post_NA_self-report_cbt_wlc_NA_NA,0.8797472863,0.2958860354,
"Blanco, 2010",cbt,other ctr,,,msd,ADIS,cr,4.7,1.16,34,4.7,1.31,27,,,,,,,,,,,,,,,,,6.03,0.95,34,5.96,0.85,27,40,39,18,17,0.55,0.5641025641,2010,,12,post,n,grp,grp,12,us,adul,31.85,0.459,com,sad,adul,,Blanco_2010_msd_ADIS_post_NA_cr_cbt_otherctr_NA_NA,0,0.2577766509,
"Blanco, 2010",cbt,other ctr,,,msd,FQ,self-report,15.39,8.64,34,19.24,9.57,27,,,,,,,,,,,,,,,,,6.75,4.52,34,6.07,4.6,27,40,39,18,17,0.55,0.5641025641,2010,,12,post,n,grp,grp,12,us,adul,31.85,0.459,com,sad,adul,,Blanco_2010_msd_FQ_post_NA_self-report_cbt_otherctr_NA_NA,0.4194458621,0.2606308252,
"Blanco, 2010",cbt,other ctr,,,msd,SPS,self-report,21.22,13,34,28.95,14.66,27,,,,,,,,,,,,,,,,,35.38,17.84,34,35.96,11.11,27,40,39,18,17,0.55,0.5641025641,2010,,12,post,n,grp,grp,12,us,adul,31.85,0.459,com,sad,adul,,Blanco_2010_msd_SPS_post_NA_self-report_cbt_otherctr_NA_NA,0.5547534855,0.2627489575,
"Blanco, 2010",cbt,other ctr,,,msd,SIAS,self-report,29.94,15.43,34,34.52,14.72,27,,,,,,,,,,,,,,,,,42.87,13.09,34,41.42,12.46,27,40,39,18,17,0.55,0.5641025641,2010,,12,post,n,grp,grp,12,us,adul,31.85,0.459,com,sad,adul,,Blanco_2010_msd_SIAS_post_NA_self-report_cbt_otherctr_NA_NA,0.2990188366,0.2592311048,
"Blanco, 2010",cbt,other ctr,,,msd,LSAS,cr,62.71,24.78,34,63.29,27.51,27,,,,,,,,,,,,,,,,,77.12,27.34,34,75.96,24.8,27,40,39,18,17,0.55,0.5641025641,2010,,12,post,n,grp,grp,12,us,adul,31.85,0.459,com,sad,adul,,Blanco_2010_msd_LSAS_post_NA_cr_cbt_otherctr_NA_NA,0.0220073585,0.2577845514,
"Botella, 2010",cbt,wlc,cbt (ush),wlc,msd,Avoidance (TB),self-report,2.97,2.22,30,7.48,2.02,25,,,,,,,,,,,,,,,,,8.57,2.03,30,8.08,1.93,25,62,29,32,4,0.4838709677,0.8620689655,2018,,8.6667,post,n,ush,ush,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_Avoidance(TB)_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,2.085542987,0.3376728792,
"Botella, 2010",cbt,wlc,cbt (ind),wlc,msd,Avoidance (TB),self-report,3.36,2.4,22,7.48,2.02,25,,,,,,,,,,,,,,,,,7.95,2.66,22,8.08,1.93,25,36,29,14,4,0.6111111111,0.8620689655,2012,,8.6667,post,n,ind,ind,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_Avoidance(TB)_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,1.836752104,0.3501120922,
"Botella, 2010",cbt,wlc,cbt (ind),wlc,msd,Anxiety P,self-report,3.5,1.95,22,5.85,1.84,25,,,,,,,,,,,,,,,,,5.64,1.94,22,5.95,2.44,25,36,29,14,4,0.6111111111,0.8620689655,2010,,8.6667,post,n,ind,ind,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_AnxietyP_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,1.221171571,0.3191621173,
"Botella, 2010",cbt,wlc,cbt (ush),wlc,msd,Anxiety P,self-report,4.17,2.33,30,5.85,1.84,25,,,,,,,,,,,,,,,,,6.83,2.25,30,5.95,2.44,25,62,29,32,4,0.4838709677,0.8620689655,2016,,8.6667,post,n,ush,ush,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_AnxietyP_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,0.7803846343,0.2811237328,
"Botella, 2010",cbt,wlc,cbt (ind),wlc,msd,Anxiety T,cr,4.73,1.28,22,6.37,1.3,25,,,,,,,,,,,,,,,,,7.23,1.38,22,7.16,1.98,25,36,29,14,4,0.6111111111,0.8620689655,2011,,8.6667,post,n,ind,ind,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_AnxietyT_post_NA_cr_cbt_wlc_cbt(ind)_wlc,1.249327828,0.3203590167,
"Botella, 2010",cbt,wlc,cbt (ind),wlc,msd,Fear (TB),self-report,4.82,2.04,22,8.04,1.21,25,,,,,,,,,,,,,,,,,8.95,1.21,22,8.24,1.69,25,36,29,14,4,0.6111111111,0.8620689655,2014,,8.6667,post,n,ind,ind,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_Fear(TB)_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,1.918655506,0.3549128239,
"Botella, 2010",cbt,wlc,cbt (ush),wlc,msd,Fear (TB),self-report,5,1.84,30,8.04,1.21,25,,,,,,,,,,,,,,,,,8.6,1.43,30,8.24,1.69,25,62,29,32,4,0.4838709677,0.8620689655,2020,,8.6667,post,n,ush,ush,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_Fear(TB)_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,1.889484974,0.3266990276,
"Botella, 2010",cbt,wlc,cbt (ush),wlc,msd,Anxiety T,cr,5.04,1.6,30,6.37,1.3,25,,,,,,,,,,,,,,,,,7.88,1.19,30,7.16,1.98,25,62,29,32,4,0.4838709677,0.8620689655,2017,,8.6667,post,n,ush,ush,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_AnxietyT_post_NA_cr_cbt_wlc_cbt(ush)_wlc,0.8908395942,0.2841785467,
"Botella, 2010",cbt,wlc,cbt (ush),wlc,msd,SADS,self-report,7.67,5.81,30,11.28,7.45,25,,,,,,,,,,,,,,,,,12.17,6.86,30,12.71,7.5,25,62,29,32,4,0.4838709677,0.8620689655,2022,,8.6667,post,n,ush,ush,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_SADS_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,0.5389236898,0.2757723677,
"Botella, 2010",cbt,wlc,cbt (ind),wlc,msd,SADS,self-report,8.29,5.14,22,11.28,7.45,25,,,,,,,,,,,,,,,,,11.66,6.35,22,12.71,7.5,25,36,29,14,4,0.6111111111,0.8620689655,2016,,8.6667,post,n,ind,ind,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_SADS_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,0.4540105117,0.2961802879,
"Botella, 2010",cbt,wlc,cbt (ind),wlc,msd,FPSQ,self-report,39.32,12.97,22,56.8,13.72,25,,,,,,,,,,,,,,,,,50.45,11.86,22,56.64,14.48,25,36,29,14,4,0.6111111111,0.8620689655,2015,,8.6667,post,n,ind,ind,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_FPSQ_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,1.284989733,0.321907488,
"Botella, 2010",cbt,wlc,cbt (ush),wlc,msd,FPSQ,self-report,39.7,15.45,30,56.8,13.72,25,,,,,,,,,,,,,,,,,53.27,14.34,30,56.64,14.48,25,62,29,32,4,0.4838709677,0.8620689655,2021,,8.6667,post,n,ush,ush,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_FPSQ_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,1.147361113,0.292657917,
"Botella, 2010",cbt,wlc,cbt (ush),wlc,msd,FNE-B,self-report,39.88,10.8,30,45.33,8.63,25,,,,,,,,,,,,,,,,,42.8,9.32,30,44.42,9.99,25,62,29,32,4,0.4838709677,0.8620689655,2019,,8.6667,post,n,ush,ush,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_FNE-B_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,0.5439635633,0.2758649217,
"Botella, 2010",cbt,wlc,cbt (ind),wlc,msd,FNE-B,self-report,40.18,11.24,22,45.33,8.63,25,,,,,,,,,,,,,,,,,44.14,8.97,22,44.42,9.99,25,36,29,14,4,0.6111111111,0.8620689655,2013,,8.6667,post,n,ind,ind,NR,eu,yadul,24.4,0.792,com,sad,adul,,Botella_2010_msd_FNE-B_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,0.5097479222,0.2971765002,
"Bouchard, 2017",cbt,wlc,cbt (VR),wlc,msd,FNE,self-report,18.1,8.5,17,25.2,4.5,20,,,,,,,,,,,,,,,,,25.6,5.5,17,24.5,4.8,20,17,20,2,4,0.8823529412,0.8,2017,,14,post,n,ind,ind,14,can,adul,34.5,0.729,com,sad,adul,,Bouchard_2017_msd_FNE_post_NA_self-report_cbt_wlc_cbt(VR)_wlc,1.047008942,0.3525594699,
"Bouchard, 2017",cbt,wlc,cbt (in vivo),wlc,msd,FNE,self-report,18.9,7.2,22,25.2,4.5,20,,,,,,,,,,,,,,,,,23.6,6,22,24.5,4.8,20,22,20,4,4,0.8181818182,0.8,2017,,14,post,n,ind,ind,14,can,adul,34.5,0.729,com,sad,adul,,Bouchard_2017_msd_FNE_post_NA_self-report_cbt_wlc_cbt(invivo)_wlc,1.018448705,0.3290624658,
"Bouchard, 2017",cbt,wlc,cbt (VR),wlc,msd,SPS,self-report,19.2,12.5,17,38.9,14.6,20,,,,,,,,,,,,,,,,,39,16.1,17,33.4,13.9,20,17,20,2,4,0.8823529412,0.8,2017,,14,post,n,ind,ind,14,can,adul,34.5,0.729,com,sad,adul,,Bouchard_2017_msd_SPS_post_NA_self-report_cbt_wlc_cbt(VR)_wlc,1.408972058,0.3699286248,
"Bouchard, 2017",cbt,wlc,cbt (in vivo),wlc,msd,SPS,self-report,22.4,15.7,22,38.9,14.6,20,,,,,,,,,,,,,,,,,30.9,17.5,22,33.4,13.9,20,22,20,4,4,0.8181818182,0.8,2017,,14,post,n,ind,ind,14,can,adul,34.5,0.729,com,sad,adul,,Bouchard_2017_msd_SPS_post_NA_self-report_cbt_wlc_cbt(invivo)_wlc,1.065925672,0.3309168262,
